task,cpu_quota,mem_quota,running time,overhead
0,0.1,30,105.22886192426085,104234.21837296337
0,0.1,60,119.0250370837748,23990.495746023953
0,0.1,90,119.76006930693984,23639.779509976506
0,0.1,120,116.16209328174591,23420.571356080472
0,0.2,30,34.768703151494265,93709.90496128798
0,0.2,60,31.103100553154945,13904.713429510593
0,0.2,90,31.65134159848094,10408.809110987931
0,0.2,120,31.973732095211744,10722.734534647316
0,0.3,30,32.184137757867575,92269.03809700161
0,0.3,60,19.854306429624557,10880.593698006123
0,0.3,90,19.851397927850485,7311.3685846328735
0,0.3,120,16.90020216628909,7606.255769729614
0,0.4,30,17.138215396553278,92841.57635085285
0,0.4,60,12.640869244933128,10348.497312050313
0,0.4,90,15.222716853022575,5691.07656693086
0,0.4,120,12.512965835630894,6053.9984768256545
0,0.5,30,18.53252923116088,94194.02729021385
0,0.5,60,10.49432111904025,9146.230103913695
0,0.5,90,11.608023885637522,5285.6216370128095
0,0.5,120,11.598653439432383,5298.886907286942
0,0.6,30,14.259552080184221,87825.7300639525
0,0.6,60,8.344577234238386,9594.763007946312
0,0.6,90,8.388484437018633,4516.892797313631
0,0.6,120,8.611312676221132,4777.554984204471
0,0.7,30,12.251884434372187,89544.18061301112
0,0.7,60,10.164044164121151,9734.247683081776
0,0.7,90,7.45220797136426,4325.470962561667
0,0.7,120,7.741210721433163,4758.642107248306
0,0.8,30,9.565256759524345,92335.83037601784
0,0.8,60,9.982016887515783,10189.875721931458
0,0.8,90,6.450733877718449,4379.4259410351515
0,0.8,120,6.861669924110174,4277.518375776708
0,0.9,30,11.588531211018562,88747.07998940721
0,0.9,60,8.249185718595982,8891.151076648384
0,0.9,90,6.062767002731562,4155.2229560911655
0,0.9,120,6.458366550505161,3982.5095222331583
0,1.0,30,11.930557638406754,91150.92499740422
0,1.0,60,5.731734689325094,8267.43048755452
0,1.0,90,4.867698065936565,4061.0609245486557
0,1.0,120,4.76342873647809,3737.959049642086
1,0.1,30,2837.7589779160917,110036.99108399451
1,0.1,60,3232.07256950438,24123.825496528298
1,0.1,90,3079.994808603078,24197.187471669167
1,0.1,120,2863.958954233676,23106.843755114824
1,0.2,30,772.1111036092043,90784.76127050817
1,0.2,60,773.5938202776015,14035.744964610785
1,0.2,90,752.1962733194232,10734.474090859294
1,0.2,120,751.5122408419847,10387.797032948583
1,0.3,30,462.0534961670637,91149.78436660022
1,0.3,60,550.9826042689383,11360.252810176462
1,0.3,90,467.91974479332566,7375.245900359005
1,0.3,120,467.50048315152526,7014.119891449809
1,0.4,30,334.1840872913599,86439.69231564552
1,0.4,60,354.7718983888626,10334.46587715298
1,0.4,90,343.90333039686084,5783.097355160862
1,0.4,120,328.17858569324017,5862.375808879733
1,0.5,30,268.58269268646836,88362.10043355823
1,0.5,60,256.0444060899317,9435.356549918652
1,0.5,90,259.044679235667,5049.391562119126
1,0.5,120,256.54880149289966,5257.399095688015
1,0.6,30,224.72023844718933,92156.56276466325
1,0.6,60,208.06441601365805,8913.699831813574
1,0.6,90,211.47828616201878,4824.272734113038
1,0.6,120,212.73409301415086,4790.653318632394
1,0.7,30,187.08714747801423,92322.70251493901
1,0.7,60,180.0941538438201,8975.737342610955
1,0.7,90,180.29314823448658,4605.855980888009
1,0.7,120,191.03681379929185,4572.028206195682
1,0.8,30,192.86991640925407,95591.25778079033
1,0.8,60,154.43412519991398,8544.937200844288
1,0.8,90,150.470424965024,4255.871856585145
1,0.8,120,151.89359648153186,4263.965387828648
1,0.9,30,144.07318441197276,89621.3680030778
1,0.9,60,132.48174265027046,9419.39733363688
1,0.9,90,131.8614912033081,4041.022322140634
1,0.9,120,133.01143562421203,4041.747152339667
1,1.0,30,123.87703739106655,89795.35957146436
1,1.0,60,122.12846156209707,8903.819344937801
1,1.0,90,128.27194528654218,4220.860579051077
1,1.0,120,116.42788296565413,4053.4967784769833
2,0.1,30,115.26134395971894,107022.58769609034
2,0.1,60,115.98087891936302,24009.526440873742
2,0.1,90,107.89889007806778,23668.185277841985
2,0.1,120,112.12483756244183,22679.05141785741
2,0.2,30,51.714428551495075,96767.78308907524
2,0.2,60,32.38441916182637,14251.851685810834
2,0.2,90,40.239138547331095,10476.67278535664
2,0.2,120,36.036708634346724,10581.046008039266
2,0.3,30,36.076597329229116,90483.96623972803
2,0.3,60,18.248534351587296,11892.885118257254
2,0.3,90,23.01965607330203,7271.664434112608
2,0.3,120,20.49314035102725,7293.659223243594
2,0.4,30,31.907397005707026,90044.61153782904
2,0.4,60,15.909810960292816,10234.658162109554
2,0.4,90,13.26345819979906,6224.49648892507
2,0.4,120,15.664533749222755,5859.271172434092
2,0.5,30,40.89801346883178,88640.54602058604
2,0.5,60,15.28218736872077,10405.996629968286
2,0.5,90,12.032404448837042,5282.467710785568
2,0.5,120,11.696006879210472,5248.214436229318
2,0.6,30,29.870260320603848,81568.23249626905
2,0.6,60,13.647709209471941,9471.88761876896
2,0.6,90,10.600468534976244,4579.417905770242
2,0.6,120,10.191725362092257,4882.486832793802
2,0.7,30,30.748105607926846,88932.10518267006
2,0.7,60,12.760135885328054,9433.51199477911
2,0.7,90,7.892533838748932,4245.154604781419
2,0.7,120,7.776953112334013,4412.048003170639
2,0.8,30,27.51861112192273,94098.36727520451
2,0.8,60,9.833324868232012,9003.395684529096
2,0.8,90,6.09703604131937,4286.757106892765
2,0.8,120,7.0218405313789845,4432.567860931158
2,0.9,30,27.73868327960372,92259.33264102787
2,0.9,60,11.014414690434933,9338.532441761345
2,0.9,90,5.496717412024736,4280.266251415014
2,0.9,120,5.418897680938244,3971.444994676858
2,1.0,30,30.771341528743505,92583.13702978194
2,1.0,60,13.378388490527868,9207.732864655554
2,1.0,90,6.318688802421093,3992.953680921346
2,1.0,120,4.990965966135263,3831.486941780895
3,0.1,30,2619.5447383075953,100560.109263286
3,0.1,60,2872.2197294048965,25181.58467579633
3,0.1,90,3024.42608833313,24615.04043964669
3,0.1,120,3328.154530916363,24120.043304283172
3,0.2,30,791.7009149678051,97068.20817478001
3,0.2,60,891.7192150838673,13141.789896879345
3,0.2,90,796.4709199965,10440.7451399602
3,0.2,120,800.3389223106205,10648.435890674591
3,0.3,30,520.9126614779234,92061.86044076458
3,0.3,60,480.374870672822,11420.252543408424
3,0.3,90,488.2542633637786,7430.98138878122
3,0.3,120,471.87080236151814,6959.468415006995
3,0.4,30,378.78171728923917,97036.49815963581
3,0.4,60,356.7874879203737,10317.161484155804
3,0.4,90,347.7026464790106,5647.64081640169
3,0.4,120,360.1668125577271,5510.983213316649
3,0.5,30,294.09055491909385,89971.1907277815
3,0.5,60,283.0845801718533,9477.23817685619
3,0.5,90,268.45873987302184,5445.2996090985835
3,0.5,120,269.04924903064966,5081.553243100643
3,0.6,30,255.14499738812447,95308.41052951291
3,0.6,60,229.42519584670663,8830.915431957692
3,0.6,90,219.38960514962673,4837.6594563014805
3,0.6,120,219.62847027927637,4676.914679817855
3,0.7,30,217.372615467757,88306.07931595296
3,0.7,60,201.4207924902439,9588.70891109109
